Contents,Province,Date,Users,like_counts
五一假期是旅游高峰期，很多热门景点都会人满为患，不仅会影响游览体验，还可能增加旅行的不便和安全隐患。错峰出游确实是一个很好的选择，既能避免人流高峰，又能更好地享受旅行的乐趣。,其他,Mon Apr 22 17:55:02  2024,春暖花开笑看风云,0
建议节假日取消短途，只卖起始站。短途旅客可以早做其他准备。[允悲],四川 成都,Mon Apr 22 17:52:29  2024,趣朵朵朵,0
我就是长程，都被短途把票买走了，我们怎么办？,其他,Mon Apr 22 17:52:20  2024,冰糖葫芦6682,0
算法不是人写的吗？乘客里也有程序员，好吧！！！,广东,Mon Apr 22 17:50:05  2024,华夏龙员外,1
日期，车次，乘车区间查询余票,其他,Mon Apr 22 17:47:16  2024,大老板铁粉,0
为啥那么多退票呢,山东,Mon Apr 22 17:46:37  2024,蛋蛋的忧桑369,0
五一出去玩就是人多，建议错峰出游，我准备假期中间出发，周边游玩。,其他,Mon Apr 22 17:46:07  2024,l-m-c-c001,0
感觉这种依次售票的模式才是目前的最优解啊。短途没票了就赶紧候补，我的短途第一时间候补，现在已经补到票了[摊手]明明是有些人为了优先保证自己能回家，买长乘短去插队才破坏了规则啊，该指责的难道不是这些人吗？[拜拜][拜拜][拜拜],北京 朝阳区,Mon Apr 22 17:45:35  2024,CQ_slience,0
优先长途也是可以理解的 毕竟长途买不到票可能真回不去了 短途还可以开车啊大巴啊 千万别买长乘短吧 候补试试 候补成功率我是觉得还挺高的呀,其他,Mon Apr 22 17:43:36  2024,迎着风KeepGoing,2
嘿嘿，我五一就不去跟你们挤火车了，等你们上班后我再出去，一个人一个车厢,其他,Mon Apr 22 17:43:11  2024,二月里的飞花,0
优先长途是基本常识吧，我家离的远。皮皮虾我们先走。[doge],其他,Mon Apr 22 17:42:04  2024,面粉爱面包,0
真傲慢啊,广东 广州,Mon Apr 22 17:41:07  2024,Hidden-Knight7,0
其实很简单，只要不按票面上车下车，就计入信用分，按分值划分可以购买的票种，比如高铁，动车，普快，甚至可以限制乘坐里程，比如只能购买多少公里以内的车票，再严重的就限制买票多长时间,其他,Mon Apr 22 17:37:38  2024,芒果树上的大蜜峰,0
我每次高峰期买也都是从起点站买，不然根本买不到,其他,Mon Apr 22 17:37:18  2024,aa饭团子,0
孩子真的想回家[泪],其他,Mon Apr 22 17:34:59  2024,XXYY小鱼,0
但是也不能前十几天都锁着票卖长途票吧，人家要回的长途票早就买完了，非得等到最后几天放短途票吗，让人等的心焦,其他,Mon Apr 22 17:34:49  2024,沐子淇1998,1
你买1/4 后面3/4没人买,上海,Mon Apr 22 17:29:33  2024,xiaojun_jay,0
票也卖贵了，中途还多那么多位置。他们当然愿意[doge],广东 深圳,Mon Apr 22 17:28:37  2024,云和山的彼岸,0
路途在30分钟里的一律给站票专用车厢，30-60分钟可以选择站票坐票。长途才可以坐票！站票必须比坐票便宜10%-20%[给力],上海 浦东新区,Mon Apr 22 17:28:32  2024,浦东爷叔,0
其实理解，确实应该按比例放一部分短途和长途票，都放短途了 长途的人都别坐了。,其他,Mon Apr 22 17:15:55  2024,虫儿zoe,0
一个座位的可以干预的，我坐错了位置。下一站有人上，乘务员就来问我是不是坐错了哈哈哈。最重要的是那排三个座位三个人全坐错了[偷乐]我要被笑死了哈哈哈,其他,Mon Apr 22 17:15:09  2024,四月是只猫呢,0
真的特别好笑，人工无法干预，那代码不是根据规则写的？规则不是人定的？我有一半的次数都要多买1-2站，这样的人不是少数，那你们12306是不是该重新考量一下规则啊。你甩锅还不如不回应，这不是把人当傻子🤮,其他,Mon Apr 22 17:14:43  2024,OceanEyesyyy,0
真的比黄牛买票贵多了,北京,Mon Apr 22 17:14:24  2024,夜光漫剪,0
这算不算垄断？,北京,Mon Apr 22 17:13:50  2024,夜光漫剪,0
我请问呢？我原来两个人不到四百的票，被你搞成这样我一个人都要四百[疑问][疑问]没必要全部都给留全程票吧？你放一半出来呢？我真服了,福建 泉州,Mon Apr 22 17:08:54  2024,贰拾贰two,0
实在不行就增加班次吧，搞这些，恨不得涨价,海外,Mon Apr 22 17:08:13  2024,一叶孤舟zzzz,0
人工无法干预的意思就是算力可以干预,海外,Mon Apr 22 16:54:54  2024,奥考尔柯察金,0
我就是这样多花了两百多[苦涩][苦涩][苦涩][苦涩],福建 泉州,Mon Apr 22 16:54:30  2024,hai王同学吖,0
所以短途的人活该买不到票？以前人工售票的时候也没看空车跑。短途都买长票了车厢全是空座难道这不是真正意义上的运力浪费？社会主义公共服务不要太资本化。,上海 浦东新区,Mon Apr 22 16:54:07  2024,枫叶漂揚,0
之前去苏州没有票要买到上海中途苏州下，一个车厢没啥人挺空的不知道为啥没有票,天津 和平区,Mon Apr 22 16:51:03  2024,lotus_21398,0
为什么不让大家自己抢票呢？如果短途买了，长途买的时候可以给人家规划，比如放一段无座然后哪一段开始有座的这种联程票啊,其他,Mon Apr 22 16:50:47  2024,Li我们去旅行吧,0
建议增加一个限制，每年只有三次下车站与购票站不符的机会，超过之后无法购票。这样既照顾了买错的和实在需要的，又不会造成大量运力浪费。,北京 海淀区,Mon Apr 22 16:50:28  2024,华焰winple,4
超级理解铁总，本身就是亏损，优先满足长距离的需求。,其他,Mon Apr 22 16:48:10  2024,什么都懂的大学渣,0
它们说话还有谁信？？ 不想办法捞点、贪点都对不起自己……,安徽,Mon Apr 22 16:47:11  2024,反对延退反对双轨,1
人工无法干预？？,辽宁 大连,Mon Apr 22 16:46:42  2024,风中浅浅笑,0
这片汤话说了等于白说,北京,Mon Apr 22 16:45:31  2024,HBR6355734134,0
这么爱卖全程票，你中途为什么要停？,其他,Mon Apr 22 16:44:29  2024,喻以清歌笙箫慢,2
都这么操作，是不是可以理解为区间票是不是无一张票可买，都是始发站到终点站[允悲][允悲][允悲],北京 东城区,Mon Apr 22 16:44:03  2024,weirui乐园,0
没办法是假，故意是真,山东 潍坊,Mon Apr 22 16:43:15  2024,暖心姐姐女人花,0
店大欺客,其他,Mon Apr 22 16:41:14  2024,泛黄的墨香,0
来个人工无法干预  系统就那么设置的 当大家是傻子   买短乘长就违法  反之就对,北京 丰台区,Mon Apr 22 16:40:51  2024,雨霖苓--ll,0
如果所有的票一起放，成都东——上海的D3056为例，你买一个宜昌东站——枝江北站的区间票，然后你爽了，别人呢？成都上车，上海下车，中间要站在旁边观摩你？等你下车了，他再继续坐？,江苏 苏州,Mon Apr 22 16:40:09  2024,利奥宁州首府圣伊昂市,1
等能候补的时候，都是最后一天了，要出行的肯定要计划，万一也没候补到，又有手续费，其他出行计划也要临时想，也不科学,四川,Mon Apr 22 16:39:25  2024,绯绯糖,0
来来来，直接给你安排专车好了[doge],浙江 湖州,Mon Apr 22 16:37:02  2024,啊哈哈哈我的天呐,1
直接制定买长乘短可以退价差，他们自然放票了[允悲],湖北 武汉,Mon Apr 22 16:35:32  2024,Jason吴杰森,3
说好的票呢  没票大家都在家怎么拉动经济呢,北京,Mon Apr 22 16:35:21  2024,招财金宇辉,0
直接退掉去周边玩了，躺在家里下楼溜达还省钱，我被调休还要被架着买这样的票真的没意思,广东 广州,Mon Apr 22 16:35:20  2024,措措_Wrong,0
那倒是放区间票啊，昨天一放票，直接显示没票，那请问票呢？,江苏,Mon Apr 22 16:35:14  2024,zs等待候鸟,0
为了有票，先买了全程票，但是后面的区间票全部一开售就候补，信息非常不透明，12306如果真的想解决问题，要么公示一下究竟放了几张票，要么就直接制度上禁止买长乘短。,上海 闵行区,Mon Apr 22 16:34:53  2024,一十计划我尽量999,1
归根结底还是假期太少了，而买长乘短你起码还能有座位，千万别在节假日买短乘长，一旦造成停运，自己损失更大。,其他,Mon Apr 22 16:33:19  2024,羙离间祸众国,1
官方买不到票，第三方能买到的话就出笑话了[挖鼻],河北 承德,Mon Apr 22 16:32:48  2024,领域松鼠,0
对，从去年还是前年开始，一到放票一张票没有，一秒时间都不给你犹豫的，一出来就等着候补，然后全程票却很多，多买几站都不行，得买全程。真的很无语了[费解],四川 宜宾,Mon Apr 22 16:31:54  2024,橘子夜里,0
12306 买不了也候补不了，携程加 60 还是 120 就候补成功[微笑],其他,Mon Apr 22 16:31:07  2024,小梅子呐-,2
你们这些人懂个鸡儿，铁路火车票全按你们心思来好了，一句话爱坐不坐，觉得铁路欺负人可以坐飞机开车，在这BB个啥,辽宁,Mon Apr 22 16:30:39  2024,爱睡觉的KK,0
人工无法干预？说你妈呢,北京 东城区,Mon Apr 22 16:30:14  2024,qwepoizxcmnbv,0
可是我长途的也抢不到票[泪][泪],四川 成都,Mon Apr 22 16:30:04  2024,奇幻想想猫,0
逼人买长坐短，搁这刷出行人次呢[允悲] 要突破100亿了,广东 广州,Mon Apr 22 16:29:26  2024,不要在此倒立,0
臭不要脸[挖鼻],广东,Mon Apr 22 16:29:07  2024,橙色缘分,0
我觉得没什么问题呀,内蒙古,Mon Apr 22 16:28:45  2024,陌染浮白,0
系统动态调整: 哇嗮，这个靠近终点站的小城市怎么这么多人去啊，牛逼！不行，明天放票我要给它多留些，中间那些站就最后一天最后一个晚上有剩了再放吧。,北京,Mon Apr 22 16:28:44  2024,夜班店员se,0
那以后是不是大家都卷起来，买长乘短？这和黄牛有什么分别呢？,湖北 武汉,Mon Apr 22 16:27:44  2024,妞小乖,0
要求公开开售票量，监督12306。开售就没有短途票，就是根本不放短途的，逼到人没有办法都去买长途的，他就赚了,江苏 苏州,Mon Apr 22 16:27:18  2024,青摄影_实验室,0
如果能抢到票，差一两个站买长乘短倒是无所谓的，差太多就不划算了。,广东,Mon Apr 22 16:27:03  2024,此生唯你_我的小太阳,1
我买长乘短，你倒是退我钱啊，你现在不都是刷身份证上下车吗，你那都有记录的啊,其他,Mon Apr 22 16:26:53  2024,坣啺棠,0
我回家坐慢车始发站到我家一共4站，需要9个小时，这只是全程的三分之一，蹲点开票就没有，这算短途吗？我想买长乘短都买不到，多买几站都没有票，开票好几天了，我查始发到终点现在还有票，从硬座到软卧足足的票，但是我却买不到我路程的票[抓狂][抓狂][抓狂],辽宁 大连,Mon Apr 22 16:26:52  2024,萌字Vento,0
五一、十一假期，还怕卖短途票出现空位？往年没买长乘短的时候，也没见有空位！心黑就不要找借口好吧！,河南 周口,Mon Apr 22 16:26:40  2024,梦以始,1
@海盐糖糕烤熟了 开售即候补[哇],河北,Mon Apr 22 16:25:45  2024,呆桃爱喝酸奶,0
预设好的票，一进去没一秒就售罄，无语了,其他,Mon Apr 22 16:25:17  2024,画儿画儿华少,0
小小建议：1:在大假前发出一条投票之类的，在根据投票比例进行分配车票 2:大假可以适当增加班次（可参考投票结果）[笑cry]本来假期就短，不能第一时间回家，会很难过[泪]@12306客服,海外 俄罗斯,Mon Apr 22 16:24:54  2024,小透明Rachel,0
12306你是真见！,其他,Mon Apr 22 16:23:42  2024,起司猫咚咚咚,0
可是现在就是只能买长途的啊，只能多买几站坐短途啊[摊手][摊手][摊手],山西,Mon Apr 22 16:23:39  2024,寻方渡己-嘘,0
吃相难看,上海 徐汇区,Mon Apr 22 16:23:24  2024,倒颠被_界世,0
其实很简单，开售当日优先放长程票，想要买长程的都在第一天买就好，第二天开始逐步给候补短程票的乘客放票，这样没有候补到的乘客也可以早点更改出行计划。说白了铁路局还是现在自己利益最大化的角度，没有站在群众真正的需求上,上海,Mon Apr 22 16:23:06  2024,AnnabelleHsu,5
多买的那一站挂咸鱼出售！,广东,Mon Apr 22 16:22:37  2024,ZS·中山赌神,1
长风破浪会有时,北京 丰台区,Mon Apr 22 16:22:23  2024,Freeman_Morgan,0
短区间根本没票，只能选择你自己本身需要的区间更多一点的票,山西 临汾,Mon Apr 22 16:22:11  2024,夏雨荷的刀,1
被迫买长乘短过，不然买不到票,海外 其他,Mon Apr 22 16:21:57  2024,叽里咕噜磨磨唧唧,0
基本你放个两三天就没有人买长程票了，还不放短程的在等什么啊，,其他,Mon Apr 22 16:21:03  2024,盖个麻袋片,0
呵呵[微笑][微笑][微笑]你知道我加了多少钱加了多少站吗 赔钱[微笑][微笑][微笑]//@观山海8:被迫买长乘短，人为创造长途需求[笑cry]//@观山海8:区间票你是一张不放啊，最好是都买全程票，运空座位是吧,海外,Mon Apr 22 16:21:00  2024,锦鲤lucky是我,0
运力有限没办法，证明你们就是废材,其他,Mon Apr 22 16:20:28  2024,autumnfall201007,0
多放点票，多加个车厢，浪费点运力怎么了，区间票多了还能降低乘客密度，有助于空气流通，有效防疫，提高乘客幸福感呢[机智],上海,Mon Apr 22 16:20:23  2024,青岩梦回-花间游,0
系统自动分配的方法，也是人工设定的吧,北京 朝阳区,Mon Apr 22 16:19:54  2024,清风-吹啊吹,0
吃香太难看了，买长乘短，多掏钱,河北,Mon Apr 22 16:19:42  2024,事与愿违00001314,1
你就说为什么一趟车从香港九龙出发随时能买，从广州出发就一张没有吧,广东 广州,Mon Apr 22 16:19:30  2024,miss_miss_t,1
c n m,贵州 贵阳,Mon Apr 22 16:19:26  2024,无心刷博,0
抢不到票，改签费用，越来越难了[允悲],河南 商丘,Mon Apr 22 16:19:09  2024,biu可妮兔,0
我有个好主意，企业自主决定怎么调休，比如调周末一共有3天，给3档放假时间，企业自主选择放假时间点,上海 嘉定区,Mon Apr 22 16:18:49  2024,王某人的名字被占用,0
解释一下为什么贵港到深圳没票，中转也没票。没办法了，选择贵港到广州，也没票，再选个中转就让我从贵港到深圳（有票了！）再从深圳坐回广州。怎么样都得多花钱。,广东,Mon Apr 22 16:18:28  2024,阿懒别再懒啦,0
多买的那几站可以共享给买短途的？,广东,Mon Apr 22 16:18:18  2024,ZS·中山赌神,0
该查查铁路相关的的部门了！,青海 西宁,Mon Apr 22 16:17:50  2024,Alive921,4
人工无法干预[doge]真就恶性循环了呗：买不到票-大家买长乘短-形成数据-第二年系统再多一点长途票,其他,Mon Apr 22 16:16:56  2024,Lulalalucky,0
每次坐车都有好多空座，宁愿空着也不放票。,山东 青岛,Mon Apr 22 16:16:54  2024,wo笑著說No痛,1
长途优先，没问题。最后三天，全部放开,其他,Mon Apr 22 16:16:23  2024,多汁蜜桃1999,0
那把多乘的那段路费给人退了啊,山西 阳泉,Mon Apr 22 16:16:06  2024,yunfan-00,0
人工无法干预？？？你是不是开玩笑？这东西都不听人使唤了？,山东 日照,Mon Apr 22 16:15:53  2024,元宝_2012,0
谁愿意多花钱买长乘短啊，明明同辆车要去的站没票了，不得已花多价格买长乘短，我都经历过，真的觉得蛮崩溃,广东 深圳,Mon Apr 22 16:15:29  2024,小傲娇--,0
我今天看票的时候还在想以前撑死多买一站，现在能多买七站，这波操作属实很绝啊,福建 厦门,Mon Apr 22 16:15:22  2024,方大白兔,0
一到节假日，被迫买长乘短，几年前就投诉过，可惜投诉无门,北京,Mon Apr 22 16:14:54  2024,八秒牛仔2015,1
再做一个同类型网站卖票就好了，不然这个12306太得瑟了，有竞争服务才能提高。,广东,Mon Apr 22 16:14:36  2024,喜欢KFC还是JJ,0
每次都抢不到票，等坐上车发现位置都是空运,上海,Mon Apr 22 16:13:59  2024,o0_Cherry,0
买票的时候，提前预填实际下车站及购买下车站。然后12306根据后台筛选，针对刚好符合的候补进行替换，给多买的一段退费。这有啥做不了的，我这个算是最笨的办法了吧,广东 广州,Mon Apr 22 16:13:57  2024,冰溜子---,2
明明没有票还放出来说有，给了钱，又发短信通知没有票，然后方便扣手续费,其他,Mon Apr 22 16:13:52  2024,a好多里,0
其实是概率问题，一趟车途径ABCDEFG个站，很明显ABCDEF之间的人要比A-F之间的人要多些,其他,Mon Apr 22 16:13:51  2024,碾柞尘,0
不是，我有点奇怪，我平常买票的时候都是短途票特别多，长途票少。为啥遇到的情况跟网上的人都不一样？这是咋回事？,其他,Mon Apr 22 16:13:50  2024,小义ii,0
每次都是开票即候补……,广东,Mon Apr 22 16:12:25  2024,楽園_bunny,1
那你有本事最后给短途退款呀，反正进出闸机都是刷身份证，退款总行吧,浙江,Mon Apr 22 16:12:03  2024,王者芝士焗扇贝,0
确实，买到终点的票就有，到自己家那一站的没有，本来100多的票价，硬是买了个200多的全程，无语了,广东 深圳,Mon Apr 22 16:11:38  2024,紫梦琪儿,0
“人工也无法干预”——这是实现AI智能接管了吗？,其他,Mon Apr 22 16:11:11  2024,有什么办法改昵称,0
意思就是短途你活该,其他,Mon Apr 22 16:11:09  2024,3岁成年人的哈哈哈哈哈,0
那是否可以拼票,其他,Mon Apr 22 16:10:31  2024,鱼香rose_____,0
那系统是谁设置的呢[doge],山西,Mon Apr 22 16:09:53  2024,大宋苏西坡,0
真的套路很多.越来越恶心人了,其他,Mon Apr 22 16:08:56  2024,柠檬与薄荷心,0
拉倒吧，票一张不放，放了就是终点到终点，本来200多票价要花1000多，五一各种涨价，票价不能涨。只能让你买终点到终点的，真会算计,北京 东城区,Mon Apr 22 16:06:52  2024,快乐的牛牛棒棒,9
垃圾,其他,Mon Apr 22 16:05:42  2024,Pleasedonotfindmoiletmefindyou,0
真是废话，说的好像我们买得到区间还愿意多花钱买全程一样，不都是被逼的么！,其他,Mon Apr 22 16:05:04  2024,月初公子,0
这不是说，因为第一年有人买长乘短，然后就导致第二年长途车票预留过多，然后有更多人不得不买长乘短，整体进入恶性循环？这不是……回旋镖么[doge],上海 嘉定区,Mon Apr 22 16:05:04  2024,面膜君写真,4
真无语 系统难道不是人开发的？,云南 红河,Mon Apr 22 16:04:38  2024,_佐拉y,0
燃气刺客，电费刺客，火车票刺客，还有什么刺客，中国老百姓有钱，银行里的11万根本花不完,其他,Mon Apr 22 16:04:25  2024,用户7897770564,1
啥年代了？该有人工不能干预的系统？,山东,Mon Apr 22 16:04:23  2024,欢子欢,0
很好干预啊，直接卡出站就可以，只能在票上的终点站出站,北京 大兴区,Mon Apr 22 16:04:09  2024,爱莎丝琪,0
放假制度改一下，取消调休，分散增加假期，铁路部门不就没压力了，也啥事没了。,浙江 杭州,Mon Apr 22 16:03:27  2024,壹念翌年,2
买票靠抢，上车一列就我一人？？,上海 杨浦区,Mon Apr 22 16:03:24  2024,DemonSei,47
人工无法干预，那还要你们做什么,其他,Mon Apr 22 16:01:59  2024,用户7749808714,0
短途真的每次都抢不上票！[doge],其他,Mon Apr 22 16:01:18  2024,野生丈母娘,10
中途买没有卧铺，从始发到终点的有卧铺。这些年一直被迫这么买[允悲],北京 东城区,Mon Apr 22 15:59:48  2024,指尖的光1987,8
候补6个车次，其中五个买长途的话都是有票的，难怪卡点第一时间买不到票，秒空。,广东 广州,Mon Apr 22 15:59:26  2024,刺鸟的天堂,0
主要是他是真的一张不放,上海,Mon Apr 22 15:59:03  2024,俗人啷当,0
没办法[doge],其他,Mon Apr 22 15:58:18  2024,PurPose丶sky,0
我经历过几次了 这不是欺骗消费者吗 还有每次预售 都买不到票 那请问预售有什么用呢[苦涩],上海 黄浦区,Mon Apr 22 15:57:05  2024,林-柒月,16
保证长程有票我理解，但到最后一天还只有长程票是什么鬼，逼着人买长坐短是吧,其他,Mon Apr 22 15:56:54  2024,用户7904858549,3
区间票不放  乘客被迫买长乘短  这算不算一种资源浪费？人工无法干预票额分配  所以你们APP设置的模式有啥用吗？,其他,Mon Apr 22 15:55:37  2024,XLWBZHYCJFHSHZ,1
官方才是最大的黄牛[二哈],其他,Mon Apr 22 15:55:20  2024,锦鲤六宝,92
笑死了，系统不是人做的？你不会改进？？？,其他,Mon Apr 22 15:53:51  2024,添乐童话,0
吃相真难看[微笑],安徽,Mon Apr 22 15:53:48  2024,Asphyxia程,1
不理解，不支持,其他,Mon Apr 22 15:53:47  2024,吹泡泡的小女巫,3
这不是常事吗？[doge],吉林 吉林,Mon Apr 22 15:53:33  2024,Beautiful_all,0
谁不想多挣钱,其他,Mon Apr 22 15:51:53  2024,一路繁华M,0
区间票你是一张不放啊，最好是都买全程票，运空座位是吧,上海,Mon Apr 22 15:51:32  2024,观山海8,607
平时也买不到，我就怀疑，始发站一样的，非得多买一站才能有座，这是什么操作，你要说AB没有座那么AC也应该是没有座的，为什么多花点钱再买一站就有了？,辽宁,Mon Apr 22 15:51:30  2024,iD看看看啥呢,3
你说话还真是说话呢[微笑],山东,Mon Apr 22 15:51:17  2024,是三七耶,0
[允悲]又要求不浪费运力，我们又只能买短乘长浪费运力，最终浪费我们钱[允悲],其他,Mon Apr 22 15:50:00  2024,江阿桥,211
官方回应好官方,天津 南开区,Mon Apr 22 15:49:10  2024,滚动的团团咕噜咕噜咕,90
#12306回应被质疑纵容买长乘短#有啥用,上海 静安区,Mon Apr 22 15:46:58  2024,住在茅庐哈,6
小仙女[允悲][允悲][允悲],其他,Mon Apr 22 18:29:30  2024,咸百菜,0
但高铁本来就是亏本运营的啊,其他,Mon Apr 22 18:27:33  2024,辣条小王子48179,0
建议按照实际乘坐区间，进行相应的退款处理[doge],江苏 南京,Mon Apr 22 16:13:20  2024,张敏meow,0
转发微博,上海 浦东新区,Mon Apr 22 16:13:18  2024,kgfff55,0
可以优先长途，满足长途出行需要，但不能放任买长乘短，直接在进站口限制就好了，你买的进站不是这一站的不给进,其他,Mon Apr 22 15:52:38  2024,风吹笛箫,0
来了来了,广东 揭阳,Mon Apr 22 15:34:36  2024,YYX阿璇,0
顶,四川,Mon Apr 22 15:29:15  2024,玫佑诉至,0
捞,其他,Mon Apr 22 15:20:42  2024,我爱你白梦妍my,0
俺选择自驾，坐高铁两个人得1000，自驾只需要一箱油400而已[哈哈],广东,Mon Apr 22 15:20:25  2024,阿猫养生,0
点了,浙江,Mon Apr 22 15:20:00  2024,Kin牌猪猪包,0
确实,其他,Mon Apr 22 15:19:46  2024,鹿嬉清泉,0
的确,江西,Mon Apr 22 15:13:41  2024,一碗blue菠萝粥,0
就是就是[赞],其他,Mon Apr 22 15:12:29  2024,妍水泡菠萝my,0
真的是,北京,Mon Apr 22 15:09:29  2024,香软糯米鹿my,0
还有这事呢,其他,Mon Apr 22 15:09:29  2024,阿婷吖咪,0
是啊,山东 泰安,Mon Apr 22 15:08:50  2024,养猪的小仙女my,0
顶[你好],其他,Mon Apr 22 15:08:45  2024,第七次心动my,0
顶🆙,其他,Mon Apr 22 15:08:04  2024,将军府幺女白烁,0
巨婴不愿意呆可以死[兔子],其他,Mon Apr 22 15:06:38  2024,那年那月那时雨,0
真得顶,广东 东莞,Mon Apr 22 15:06:31  2024,帥得一匕,0
就是,黑龙江 哈尔滨,Mon Apr 22 14:57:46  2024,MY希澈Mine,0
确实啊,其他,Mon Apr 22 14:51:39  2024,DV晨宝,1
dd,其他,Mon Apr 22 14:51:16  2024,正派少女油菜花,1
顶,海外,Mon Apr 22 14:49:47  2024,Heve楚辞,1
来了,天津,Mon Apr 22 14:49:40  2024,Lydiaaa莉迪亚,1
来了,重庆,Mon Apr 22 14:49:14  2024,仙狗嗨炸了-,1
顶顶,其他,Mon Apr 22 14:48:50  2024,是Y不是歪哦,1
顶顶[抱一抱],山东,Mon Apr 22 14:48:50  2024,畅游胜境,1
是的,北京,Mon Apr 22 14:48:17  2024,1杯褚橙拿铁,1
不清楚,吉林,Mon Apr 22 14:47:54  2024,Royal丶梦索·,1
[doge][doge][doge],其他,Mon Apr 22 14:46:31  2024,白鹿独爆,2
说的对,其他,Mon Apr 22 14:46:29  2024,白鹿独爆,1
有时候真的买到都不错了,广西 玉林,Mon Apr 22 14:46:00  2024,白火乐-,3
优先长途也没错，短途出行方式多，长途只有飞机火车,其他,Mon Apr 22 14:45:19  2024,白烁小药仙,4
唉,河南,Mon Apr 22 14:45:19  2024,问君何笑,3
短途的不用回家了[挖鼻],广西,Mon Apr 22 14:44:46  2024,沈泰的同事,5
买全程才有票，中途下车永远刷不到。300多块的路程花了500,其他,Mon Apr 22 14:44:18  2024,欢娱明天就倒闭,6
是的,安徽 芜湖,Mon Apr 22 14:43:54  2024,远远的ww,6
确实是,广东,Mon Apr 22 14:43:48  2024,改不了一点鹅,7
豁然开朗,其他,Mon Apr 22 19:46:19  2024,手机用户3276642105,0
反正同样的情况遇到过，想买大连到南京，途中一个都买不了，只能买到终点的上海，连前一站都买不了，还是九月中旬非节假日,浙江 杭州,Mon Apr 22 19:25:09  2024,桔子和冬枣,0
短途买长，是因为明明有短途，无法买。为了照顾长途就牺牲短途，是一个解决问题的办法，但并不是一个好的办法。其实感觉以现在的计算机能力，应该完全可以通过大数据，进行旅客测算，再通过旅程预登记，进行优化。为了推进旅客预登记可以适当进行一下票价浮动。,其他,Mon Apr 22 19:17:09  2024,H渔火对愁,1
应该按照旅客设好的需求由系统自动派票,江苏 苏州,Mon Apr 22 18:31:54  2024,冬之小筑,0
社会性生存，都能凸显个体权利优越和优秀，前提是：资源充足，以及个体知足「鉴于人类生存欲望的无止境追求和无止境争夺（或斗）要远远超出野生物种』,其他,Mon Apr 22 17:50:10  2024,柒商,0
在理！！！,重庆 巴南区,Mon Apr 22 17:47:31  2024,AAA爱雨皮草6,0
赵博的解释很通透,天津 南开区,Mon Apr 22 17:24:30  2024,王尔笙,0
买雪糕吃了一半要退[允悲],其他,Mon Apr 22 17:01:50  2024,唯物主义才是神,0
[doge][鲜花],广东 东莞,Mon Apr 22 16:49:32  2024,虞山振谷,0
那请问一些三线小城的人就不配坐车了呗？本身车次就少 也没有其他交通工具直达，所以我们就只能买长乘短。你说考虑到需求长途的旅客会堆积，他们起码还有飞机可以选择。那请问沿途经站的旅客该选择何种出行方式？还有做设计的时候，只考虑到运送需求，那请短途的范围是多远？长途的范围又是多远？,北京 朝阳区,Mon Apr 22 16:20:59  2024,霹雳少女虎牙妹,11
中国面积大，远途远，肯定先保证远途。韩国的话，首尔到釜山3个小时左右，短途票卖多了长途不够，就卖半站半坐票，就是前段无座后段有座的票。,其他,Mon Apr 22 16:17:59  2024,风景晴好,4
人总以不守规矩为荣，所以必须管教。,北京,Mon Apr 22 16:12:45  2024,五步将军挂剑,0
就一既要又要的典范[污],陕西 西安,Mon Apr 22 16:06:53  2024,jbtx,4
应该可以通过车站窗口，用身份证变更吧？//@阿董的微博:赵博士，请教你一个问题，如果12306密码忘记了，又换手机号了，怎么办？[允悲],辽宁,Mon Apr 22 16:04:38  2024,赵盛烨,1
多分班次吧，同一条线上的少停站的长途班次，和全停站的短途班次交叉发车，会不会好一些？,云南 昆明,Mon Apr 22 16:00:38  2024,人路两茫茫,0
赵博士，请教你一个问题，如果12306密码忘记了，又换手机号了，怎么办？[允悲],山东 菏泽,Mon Apr 22 15:59:14  2024,阿董的微博,0
一看需求就没细分化[doge]所以才会有幺蛾子出现！,上海 徐汇区,Mon Apr 22 15:54:03  2024,Craneflower,0
这些人看不懂的,北京 东城区,Mon Apr 22 15:49:20  2024,有猫的猪,1
多花钱能买上票,山西 太原,Mon Apr 22 15:44:40  2024,亿万年前的尘埃,1
人为创造长途需求,上海,Mon Apr 22 15:39:58  2024,观山海8,1
明白,其他,Mon Apr 22 15:38:59  2024,夏天的风唐朝的雨,0
好专业。。啥堆栈，啥意思？,四川,Mon Apr 22 15:36:11  2024,无固定等式biubiu,0
老赵，他们听不懂的[哈哈],辽宁 大连,Mon Apr 22 15:35:26  2024,达年2012,9
这些人以为自己的小聪明不会被人发现吗？还想要退款？这哪来的自信？,其他,Mon Apr 22 15:35:03  2024,江南月020,21
道理确实是这么一个道理。#12306回应五一车票秒没#,浙江 嘉兴,Mon Apr 22 15:33:23  2024,嘉善老顾,2
还要求退款？[晕]脑子动的过于活络了,其他,Mon Apr 22 15:29:32  2024,侑子holic四月一,9
真的[泪],浙江,Mon Apr 22 19:26:52  2024,Mean-Gal,0
[作揖][作揖][作揖]码字辛苦  原来这样这么多人🙃奔适应自己的行业方向🧭呀 ！[锦鲤附体][锦鲤附体][锦鲤附体] 好神奇啊 ！ [赞][赞][赞],河北 廊坊,Mon Apr 22 19:17:01  2024,福安福慧,0
喜木火的人呢？能说说不[吃瓜],其他,Mon Apr 22 18:52:59  2024,会飞的aorunzhi,0
